1	1.3	iafstnue	adas	0.5	1.2	1.3	0.8	1
2	1.3	ichikiga	adas	0.5	1.2	1.3	0.8	1
3	1.3	epabcadu	adas	0.5	1.2	1.3	0.8	1
4	1.3	ebstic	adas	0.5	1.2	1.3	0.8	1
5	1.4	iafstnue	adas	1	1.3	1.4	0.4	1
6	1.4	ichikiga	adas	1	1.3	1.4	0.4	1
7	1.4	epabcadu	adas	1	1.3	1.4	0.4	1
8	1.4	ebstic	adas	1	1.3	1.4	0.4	1
9	1.5	ovkojy	adas	0.5	1.4	1.5	1	1
10	1.5	enjubpl	adas	0.5	1.4	1.5	1	1
11	1.5	atidfi	adas	0.5	1.4	1.5	1	1
12	1.5	oggluv	adas	0.5	1.4	1.5	1	1
13	1.6	iafstnue	adas	1.5	1.5	1.6	0.1	1
14	1.6	ovkojy	adas	1	1.5	1.6	0.6	1
15	1.6	ichikiga	adas	1.5	1.5	1.6	0.1	1
16	1.6	enjubpl	adas	1	1.5	1.6	0.6	1
17	1.6	epabcadu	adas	1.5	1.5	1.6	0.1	1
18	1.6	ebstic	adas	1.5	1.5	1.6	0.1	1
19	1.6	atidfi	adas	1	1.5	1.6	0.6	1
20	1.6	oggluv	adas	1	1.5	1.6	0.6	1
21	1.7	oygvar	adas	0.5	1.6	1.7	1.2	1
22	1.7	owgves	adas	0.5	1.6	1.7	1.2	1
23	1.7	iawxben	adas	0.5	1.6	1.7	1.2	1
24	1.7	ibwicim	adas	0.5	1.6	1.7	1.2	1
25	1.7	ovkojy	adas	1.5	1.6	1.7	0.2	1
26	1.7	enjubpl	adas	1.5	1.6	1.7	0.2	1
27	1.7	atidfi	adas	1.5	1.6	1.7	0.2	1
28	1.7	oggluv	adas	1.5	1.6	1.7	0.2	1
29	1.8	oygvar	adas	1	1.7	1.8	0.8	1
30	1.8	owgves	adas	1	1.7	1.8	0.8	1
31	1.8	iawxben	adas	1	1.7	1.8	0.8	1
32	1.8	imneesu	adas	0.5	1.7	1.8	1.3	1
33	1.8	ibwicim	adas	1	1.7	1.8	0.8	1
34	1.9	epemvagu	adas	0.5	1.8	1.9	1.4	1
35	1.9	iatmeuns	adas	0.5	1.8	1.9	1.4	1
36	1.9	amciuca	adas	0.5	1.8	1.9	1.4	1
37	1.9	onghoji	adas	0.5	1.8	1.9	1.4	1
38	1.9	oygvar	adas	1.5	1.8	1.9	0.4	1
39	1.9	owgves	adas	1.5	1.8	1.9	0.4	1
40	1.9	iawxben	adas	1.5	1.8	1.9	0.4	1
41	1.9	imneesu	adas	1	1.8	1.9	0.9	1
42	1.9	ibwicim	adas	1.5	1.8	1.9	0.4	1
43	2	epemvagu	adas	1	1.9	2	1	1
44	2	iatmeuns	adas	1	1.9	2	1	1
